Industry,Business Name,Category,Address,Council Area,Suburb,Google Maps,Website,Email,Phone,Latitude,Longitude,Permanently Closed,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Assistive Hearing Loop,Family-Friendly,LGBTQ+ Friendly (Likely),Sensory Sensitivity (Loud),Sensory Sensitivity (Quiet),Wheelchair Accessible (Likely),Wheelchair Accessible Entrance,Wheelchair Accessible Parking Lot,Wheelchair Accessible Restroom,Wheelchair Accessible Seating,Reviews Count,Total Score
Education,Chief HOSPITALITY,Hospitality high school,"1/38 Gipps St, Collingwood VIC 3066, Australia",Yarra,Collingwood,https://www.google.com/maps/search/?api=1&query=Chief%20HOSPITALITY&query_place_id=ChIJaSeOheFC1moRE7iTx9xXf3k,http://chiefhospitality.com.au/,,+61 1300 848 698,-37.8042279,144.9882628,False,,,,,,,,,,,,,,,,,,,
Entertainment & recreation,Club Tarneit,Event venue,"622 Leakes Rd, Tarneit VIC 3029, Australia",Wyndham,Tarneit,https://www.google.com/maps/search/?api=1&query=Club%20Tarneit&query_place_id=ChIJ20YyQJ2J1moR9fwzpk7CVbc,http://www.clubtarneit.com.au/,,+61 3 8754 1300,-37.8345829,144.7013604,False,10 AM to 1 AM,10 AM to 1 AM,10 AM to 1 AM,10 AM to 1 AM,10 AM to 1 AM,10 AM to 1 AM,10 AM to 1 AM,,True,,,,True,True,True,True,True,624.0,4.3
Education,Complete Hospitality Training - Melbourne,Training center,"Level 3/28 Elizabeth St, Melbourne VIC 3000, Australia",Melbourne,Melbourne,https://www.google.com/maps/search/?api=1&query=Complete%20Hospitality%20Training%20-%20Melbourne&query_place_id=ChIJDbNPcLRC1moR00NHPj8TcRw,https://cht.edu.au/,,+61 3 9654 1554,-37.8173269,144.9648461,False,8:30 AM to 5 PM,8:30 AM to 5 PM,8:30 AM to 5 PM,8:30 AM to 5 PM,8:30 AM to 5 PM,Closed,Closed,,,True,,,,,,,,477.0,4.8
Food & drink,Grupo Cultural E Folclorico Sol de Portugal,Restaurant,"Unit 6/15 Brex Ct, Reservoir VIC 3073, Australia",Darebin,Reservoir,https://www.google.com/maps/search/?api=1&query=Grupo%20Cultural%20E%20Folclorico%20Sol%20de%20Portugal&query_place_id=ChIJa8FDoz9F1moRtfCvk1q21e4,,,+61 3 8413 0739,-37.70797,144.981094,False,Closed,Closed,Closed,Closed,Closed,6 PM to 12 AM,Closed,,True,,,,True,True,True,True,True,16.0,4.6
Food & drink,Ottie's,Restaurant,"Crowne Plaza, Level 2/1-5 Spencer St, Docklands VIC 3005, Australia",Melbourne,Docklands,https://www.google.com/maps/search/?api=1&query=Ottie's&query_place_id=ChIJscs0QI1d1moRUNDDH2DXMII,https://otties.com.au/,,+61 3 9648 2738,-37.8225289,144.9554173,False,"6:30 to 10 AM, 5:30 to 10 PM","6:30 to 10 AM, 5:30 to 10 PM","6:30 to 10 AM, 5:30 to 10 PM","6:30 to 10 AM, 5:30 to 10 PM","6:30 to 10 AM, 5:30 to 10 PM","7 to 11 AM, 5:30 to 10 PM","7 to 11 AM, 5:30 to 10 PM",,True,True,,,True,True,True,True,True,81.0,4.0
Food & drink,"The Warburton Hotel, Wesburn - Bar & Bistro (The West)",Pub,"2882 Warburton Hwy, Wesburn VIC 3799, Australia",Yarra Ranges,Wesburn,https://www.google.com/maps/search/?api=1&query=The%20Warburton%20Hotel%2C%20Wesburn%20-%20Bar%20%26%20Bistro%20(The%20West)&query_place_id=ChIJEVme58nSKWsRYdP0E6tGb5k,https://www.warburtonhotel.com.au/,,+61 3 5967 1090,-37.7663841,145.64505,False,Closed,Closed,12 to 8:30 PM,12 to 8:30 PM,12 to 8:30 PM,12 to 8:30 PM,12 to 8:30 PM,,True,True,True,,True,True,True,True,True,632.0,4.4
Services,Mariljohn Pty Ltd,Kitchen remodeler,"1 Lawson Cres, Thomastown VIC 3074, Australia",Whittlesea,Thomastown,https://www.google.com/maps/search/?api=1&query=Mariljohn%20Pty%20Ltd&query_place_id=ChIJ612Kv8831moR3iSoXibuGog,http://mariljohn.com.au/,,+61 3 9460 3421,-37.6918348,144.9898407,False,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,Closed,Closed,,,,,,True,,True,,,11.0,4.6
Shopping,BWS Thrift Park,Liquor store,"Shop 1/171 Nepean Hwy, Mentone VIC 3194, Australia",Kingston,Mentone,https://www.google.com/maps/search/?api=1&query=BWS%20Thrift%20Park&query_place_id=ChIJwTbZZLNt1moRj0lB8AeI4ek,https://bws.com.au/storelocator/VIC-Thrift-Park-3661,,+61 3 8551 8713,-37.9840012,145.0771335,False,9 AM to 10 PM,9 AM to 10 PM,9 AM to 10 PM,9 AM to 10 PM,9 AM to 10 PM,9 AM to 10 PM,10 AM to 8 PM,,,,,,True,True,True,,,67.0,3.8
Food & drink,Stamford Park Homestead,Restaurant,"8 Emmeline Row, Rowville VIC 3178, Australia",Knox,Rowville,https://www.google.com/maps/search/?api=1&query=Stamford%20Park%20Homestead&query_place_id=ChIJMXrmUGI91moR5KiPqPLPNS4,https://www.stamfordparkhomestead.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gbp-stamford-park-homestead&utm_content=website-button,,+61 3 9764 2200,-37.9143854,145.2334361,False,"11 AM to 3 PM, 5 to 9 PM","11 AM to 3 PM, 5 to 9 PM","11 AM to 3 PM, 5 to 9 PM","11 AM to 3 PM, 5 to 9 PM","11 AM to 3 PM, 5 to 10 PM","11 AM to 4 PM, 5 to 10 PM","11 AM to 4 PM, 5 to 9 PM",,True,True,True,,True,True,True,True,True,965.0,4.3
Other,menumiz,Software company,"121 King St, Melbourne VIC 3000, Australia",Melbourne,Melbourne,https://www.google.com/maps/search/?api=1&query=menumiz&query_place_id=ChIJY7GhpndbkWsRF7rJCClStDE,https://www.menumiz.com/,,+61 3 7071 3000,-37.817251,144.955775,False,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,,,True,True,,,,12.0,4.7
Food & drink,Punjab Hospitality Equipments & Appliances Clyde North,Kitchen supply store,"14 Argon Cct, Clyde North VIC 3978, Australia",Casey,Clyde North,https://www.google.com/maps/search/?api=1&query=Punjab%20Hospitality%20Equipments%20%26%20Appliances%20Clyde%20North&query_place_id=ChIJF3ZunGob1moRwBuuUm0x_4I,https://punjabhospitality.com.au/,,+61 466 147 322,-38.0901333,145.3338769,False,,,,,,,,,,,,,True,True,True,,,,
Lodging,Tuck Inn Yarra Valley Accommodation Healesville,Hotel,"2 Church St, Healesville VIC 3777, Australia",Yarra Ranges,Healesville,https://www.google.com/maps/search/?api=1&query=Tuck%20Inn%20Yarra%20Valley%20Accommodation%20Healesville&query_place_id=ChIJT6TK6D0qKGsRtKp7glmRKpo,http://www.tuckinn.com.au/,,+61 3 5962 3600,-37.655128,145.514546,False,,,,,,,,,,,,,,,,,,149.0,4.8
Education,Ashton College,College,"213 Nicholson St, Footscray VIC 3011, Australia",Maribyrnong,Footscray,https://www.google.com/maps/search/?api=1&query=Ashton%20College&query_place_id=ChIJo3icaoxd1moRmp1WOYf3Q7Q,https://www.ashtoncollege.edu.au/,,+61 3 9017 6128,-37.803702,144.899139,False,8:30 AM to 5 PM,8:30 AM to 5 PM,8:30 AM to 5 PM,8:30 AM to 5 PM,8:30 AM to 5 PM,Closed,Closed,,,,,,True,True,True,,,132.0,4.7
Food & drink,Comcater Head Office,Kitchen supply store,"191 Salmon St, Port Melbourne VIC 3207, Australia",Melbourne,Port Melbourne,https://www.google.com/maps/search/?api=1&query=Comcater%20Head%20Office&query_place_id=ChIJYW1LL4aK1moRWs9JpPY1itw,https://www.comcater.com.au/,,+61 3 8369 4600,-37.8247838,144.9204092,False,8 AM to 6 PM,8 AM to 6 PM,8 AM to 6 PM,8 AM to 6 PM,8 AM to 6 PM,Closed,Closed,,,,,,True,True,True,,,21.0,1.9
Business & manufacturing,Pubfinda,Corporate office,"Unit 5 37/25 Huntingdale Rd, Burwood VIC 3125, Australia",Monash,Burwood,https://www.google.com/maps/search/?api=1&query=Pubfinda&query_place_id=ChIJXcfRTEJA1moRgHnvzy-LXJ4,https://www.pubfinda.com.au/,,+61 3 9889 8186,-37.8574706,145.1133736,False,,,,,,,,,,,,,True,True,True,True,,5.0,4.2
Entertainment & recreation,San Remo Ballroom,Wedding venue,"365 Nicholson St, Carlton North VIC 3054, Australia",Yarra,Carlton North,https://www.google.com/maps/search/?api=1&query=San%20Remo%20Ballroom&query_place_id=ChIJMcEcWSRD1moR4ZeCblEgj7o,http://srbevents.melbourne/,,,-37.7913603,144.9759017,False,Closed,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,Closed,,,,,,True,True,True,True,,364.0,4.4
Services,NVN HAIRDRESSING,Hairdresser,"35 RECREATION ST ROXBURGH PARK VIC 3064, Roxburgh Park VIC 3046, Australia",Hume,Roxburgh Park,https://www.google.com/maps/search/?api=1&query=NVN%20HAIRDRESSING&query_place_id=ChIJeQW0J3lR1moRr00erlJ6UeU,https://instagram.com/nvn.hairdresser?igshid=OTk0YzhjMDVlZA==,,+61 491 965 359,-37.6226406,144.9196239,False,9 AM to 8 PM,9 AM to 8 PM,9 AM to 8 PM,9 AM to 8 PM,9 AM to 8 PM,9 AM to 8 PM,Closed,,True,,,,,,,,,21.0,5.0
Food & drink,Kutumbari Restora,Restaurant,"1895 Dandenong Rd, Clayton VIC 3168, Australia",Monash,Clayton,https://www.google.com/maps/search/?api=1&query=Kutumbari%20Restora&query_place_id=ChIJq3ZbFwBr1moRlHhYgsqAVm0,https://kutambarirestora.com.au/,,+61 478 917 770,-37.9110534,145.1225438,False,Closed,5:30 to 11 PM,5:30 to 11 PM,5:30 to 11 PM,5:30 PM to 12 AM,"11 AM to 2:30 PM, 5:30 PM to 12 AM",5:30 to 11 PM,,,,,,,,,,,132.0,4.1
Shopping,Jaycar Electronics Thomastown,Electrical supply store,"225B Settlement Rd, Thomastown VIC 3074, Australia",Whittlesea,Thomastown,https://www.google.com/maps/search/?api=1&query=Jaycar%20Electronics%20Thomastown&query_place_id=ChIJv67Sh0RP1moR1ldmMciPbR8,https://www.jaycar.com.au/stores/thomastown_jaycarau,,+61 3 9465 3333,-37.6942397,145.0332592,False,8:30 AM to 5:30 PM,8:30 AM to 5:30 PM,8:30 AM to 5:30 PM,8:30 AM to 5:30 PM,8:30 AM to 6:30 PM,8:30 AM to 5 PM,10 AM to 4 PM,,,,,,True,True,True,,,190.0,4.2
Food & drink,Sushi Hub M-City,Sushi takeaway,"City, Shop 38, M/2107 Dandenong Rd, Clayton VIC 3168, Australia",Monash,Clayton,https://www.google.com/maps/search/?api=1&query=Sushi%20Hub%20M-City&query_place_id=ChIJ9_BX0JQV1moRnn9oJ1_Rijk,https://www.sushihub.com.au/,,+61 3 9116 6158,-37.9213665,145.1401062,False,8 AM to 8 PM,8 AM to 8 PM,8 AM to 8 PM,8 AM to 8 PM,8 AM to 8 PM,8 AM to 8 PM,8 AM to 8 PM,,True,,,,True,True,True,True,,133.0,4.2
Education,Icon Hospitality Group,Hospitality and tourism school,"Shop 1/195 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Melbourne,https://www.google.com/maps/search/?api=1&query=Icon%20Hospitality%20Group&query_place_id=ChIJ2Y4IGLZC1moRwwoYXXOiZF0,http://iconhospitalitygroup.com.au/,,,-37.8148138,144.968055,False,,,,,,,,,,,,,,,,,,,
Education,Resources On Demand,Training center,"Unit 2/10 Lawn Ct, Craigieburn VIC 3064, Australia",Hume,Craigieburn,https://www.google.com/maps/search/?api=1&query=Resources%20On%20Demand&query_place_id=ChIJa2KR7vdR1moRBAqOqMYGjkM,http://resourcesondemand.com.au/,,+61 1800 266 160,-37.6028864,144.9492531,False,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,Closed,Closed,,,,,,True,True,True,,,,
Food & drink,The Bakeshop,Bakery,"Bldg D/555 La Trobe St, Melbourne VIC 3000, Australia",Melbourne,Melbourne,https://www.google.com/maps/search/?api=1&query=The%20Bakeshop&query_place_id=ChIJ7TaR1khd1moR333Ilj08K_E,https://www.angliss.edu.au/restaurants-events/angliss-dining/angliss-bakeshop/,,+61 3 9606 2409,-37.8131013,144.9526428,False,4 to 5 PM,4 to 5 PM,4 to 5 PM,4 to 5 PM,4 to 5 PM,Closed,Closed,,,,,,True,True,,,,17.0,4.1
Entertainment & recreation,Haus of Events,Event venue,"Unit 1/229 Robinsons Rd, Ravenhall VIC 3023, Australia",Melton,Ravenhall,https://www.google.com/maps/search/?api=1&query=Haus%20of%20Events&query_place_id=ChIJJdO-IQCL1moRBZsEllQ5cPE,,,+61 433 639 437,-37.7789596,144.7544569,False,Closed,Closed,Closed,Closed,9 AM to 12 AM,9 AM to 12 AM,9 AM to 12 AM,,,True,,,True,True,True,True,,24.0,4.9
Health & wellness,Skye Lodge,Nursing home,"175 Mcmahons Rd, Frankston VIC 3199, Australia",Frankston,Frankston,https://www.google.com/maps/search/?api=1&query=Skye%20Lodge&query_place_id=ChIJ0YDbjGkL1moRJewZl_aXPps,http://www.autumnagedcare.com.au/,,+61 3 8797 4100,-38.1334858,145.1408594,False,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,,,True,True,True,True,True,23.0,4.9
Food & drink,Tasty Food House,Halal restaurant,"13 Douglas St, Noble Park VIC 3174, Australia",Greater Dandenong,Noble Park,https://www.google.com/maps/search/?api=1&query=Tasty%20Food%20House&query_place_id=ChIJZyowPyoV1moRo8ktMdOPvLU,https://tastyfoodhouseonline.com.au/,,+61 447 194 020,-37.9657518,145.1739923,False,9 AM to 9 PM,Closed,9 AM to 9 PM,9 AM to 9 PM,9 AM to 9 PM,9 AM to 9 PM,9 AM to 9 PM,,True,True,,,True,,True,,,211.0,4.8
Services,Remy Muller Hospitality Consultant,Consultant,,Bayside,,https://www.google.com/maps/search/?api=1&query=Remy%20Muller%20Hospitality%20Consultant&query_place_id=ChIJwWeNScaVgmgRWYoAmMaEpYs,,,+61 479 046 184,-37.9725665,145.0531353,False,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,,,,,,,,,
Health & wellness,Estia Health Yarra Valley,Aged care,"21 Hoddle St, Yarra Junction VIC 3797, Australia",Yarra Ranges,Yarra Junction,https://www.google.com/maps/search/?api=1&query=Estia%20Health%20Yarra%20Valley&query_place_id=ChIJAdqT0AfTKWsR9aLLywC_kVk,https://www.estiahealth.com.au/our-homes/vic-melbourne/yarra-valley?utm_source=google&utm_medium=organic&utm_campaign=gmb,,+61 3 5967 5500,-37.7855372,145.6130273,False,9 AM to 4 PM,9 AM to 4 PM,9 AM to 4 PM,9 AM to 4 PM,9 AM to 4 PM,Closed,Closed,,,,,,True,True,True,,,13.0,4.2
Food & drink,Station Hotel,Restaurant,"59 Napier St, Footscray VIC 3011, Australia",Maribyrnong,Footscray,https://www.google.com/maps/search/?api=1&query=Station%20Hotel&query_place_id=ChIJkUzQl45d1moR_TUiYs6sOIg,https://thestationhotel.com.au/?utm_source=Google%20Local%20Card&utm_medium=Google%20My%20Business&utm_campaign=View%20Website,,+61 3 9810 0085,-37.8045603,144.9015678,False,12 to 10 PM,12 to 10 PM,12 to 10 PM,12 to 10 PM,12 to 11 PM,12 to 11 PM,11 AM to 10 PM,,True,,,,True,True,True,True,True,2254.0,4.2
Education,Resources On Demand,Training center,"Unit 2/10 Lawn Ct, Craigieburn VIC 3064, Australia",Hume,Craigieburn,https://www.google.com/maps/search/?api=1&query=Resources%20On%20Demand&query_place_id=ChIJa2KR7vdR1moRBAqOqMYGjkM,http://resourcesondemand.com.au/,,+61 1800 266 160,-37.6028864,144.9492531,False,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,Closed,Closed,,,,,,True,True,True,,,,
Lodging,Park Hyatt Melbourne,Hotel,"1 Parliament Square, off, Parliament Pl, Melbourne VIC 3002, Australia",Melbourne,Melbourne,https://www.google.com/maps/search/?api=1&query=Park%20Hyatt%20Melbourne&query_place_id=ChIJN92GPsRC1moRORPubhGOXn8,https://www.hyatt.com/park-hyatt/en-US/melph-park-hyatt-melbourne?src=corp_lclb_google_seo_melph&utm_source=google&utm_medium=organic&utm_campaign=lmr,,+61 3 9224 1234,-37.8113526,144.9755666,False,,,,,,,,,,,,,,,,,,2608.0,4.6
Services,Frontier Hospitality Co-Operative Ltd,Non-profit organization,"2/11-15 Smeaton Ave, Dandenong South VIC 3175, Australia",Greater Dandenong,Dandenong South,https://www.google.com/maps/search/?api=1&query=Frontier%20Hospitality%20Co-Operative%20Ltd&query_place_id=ChIJQbK0P1w41moRFmaLuhaOaf0,http://frontierhospitality.com.au/,,+61 3 9792 4628,-38.0065355,145.2004025,False,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,Closed,Closed,,,,,,True,True,True,,,1.0,1.0
Food & drink,Beit al Kababjii,Takeout Restaurant,"Shop 19/100 Overton Rd, Williams Landing VIC 3027, Australia",Wyndham,Williams Landing,https://www.google.com/maps/search/?api=1&query=Beit%20al%20Kababjii&query_place_id=ChIJV27vxaqJ1moRkNiBCbqv_No,https://beitalkababjii.com.au/,,+61 3 9973 9156,-37.8672171,144.7430381,False,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,False,True,True,,,True,True,True,True,,350.0,4.4
Other,Hadi Hospitality,,"Unit 9/11 Friars Rd, Moorabbin VIC 3189, Australia",Kingston,Moorabbin,https://www.google.com/maps/search/?api=1&query=Hadi%20Hospitality&query_place_id=ChIJGz1mIw9s1moR9ZBoQ-aDfrA,https://hadihospitality.com.au/contact/,,+61 425 833 264,-37.9452675,145.0625325,False,,,,,,,,,,,,,,,,,,,
Food & drink,Point Leo General Store (Leo's Burger Bar),Takeout Restaurant,"14 Point Leo Rd, Point Leo VIC 3916, Australia",Mornington Peninsula,Point Leo,https://www.google.com/maps/search/?api=1&query=Point%20Leo%20General%20Store%20(Leo's%20Burger%20Bar)&query_place_id=ChIJn0W_GBfB1WoRP0feNTyCuIc,,,+61 3 5989 8112,-38.4163819,145.075551,False,Closed,Closed,7:30 AM to 2 PM,7:30 AM to 2 PM,7:30 AM to 7 PM,7:30 AM to 2 PM,7:30 AM to 2 PM,,True,,,,,,,,,57.0,4.2
Shopping,IHS Design (Global Alliance),Hotel supply store,"93/103 Pacific Dr, Keysborough VIC 3173, Australia",Greater Dandenong,Keysborough,https://www.google.com/maps/search/?api=1&query=IHS%20Design%20(Global%20Alliance)&query_place_id=ChIJjQoCuIwT1moRxeT2--id1AU,https://ihs-design.com/,,+61 3 9765 4555,-38.0176315,145.1797943,False,8 AM to 5 PM,8 AM to 5 PM,8 AM to 5 PM,8 AM to 5 PM,8 AM to 5 PM,Closed,Closed,,,,,,True,True,True,True,True,1.0,5.0
Lodging,"The StandardX, Melbourne",Hotel,"62 Rose St, Fitzroy VIC 3065, Australia",Yarra,Fitzroy,https://www.google.com/maps/search/?api=1&query=The%20StandardX%2C%20Melbourne&query_place_id=ChIJKTNweHtD1moRl1bOZnhFS4c,https://www.hyatt.com/the-standardx/en-US/melsx-the-standardx-melbourne?src=corp_lclb_google_seo_melsx&utm_source=google&utm_medium=organic&utm_campaign=lmr,,+61 3 9124 4800,-37.7960459,144.9774903,False,,,,,,,,,,,,,,,,,,226.0,4.7
Shopping,Canda Computer Warehouse,Computer store,"1/1 Garden Rd, Clayton VIC 3168, Australia",Monash,Clayton,https://www.google.com/maps/search/?api=1&query=Canda%20Computer%20Warehouse&query_place_id=ChIJ61WAyTAV1moRCsO8LHekdtU,http://www.canda.net.au/,,+61 3 9574 9760,-37.9178544,145.146541,False,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,10 AM to 3 PM,Closed,,,,,,True,True,True,,,1.0,1.0
Food & drink,Ferguson Plarre's Bakehouse - Craigieburn Central,Bakery,"Craigieburn Central, 340 Craigieburn Rd, Craigieburn VIC 3064, Australia",Hume,Craigieburn,https://www.google.com/maps/search/?api=1&query=Ferguson%20Plarre's%20Bakehouse%20-%20Craigieburn%20Central&query_place_id=ChIJKUDJ6R9S1moRf3OUMGKcNeQ,http://www.fergusonplarre.com.au/,,+61 488 776 613,-37.5939506,144.9149293,False,7 AM to 5 PM,7 AM to 5 PM,7 AM to 5 PM,7 AM to 5 PM,7 AM to 5 PM,7 AM to 5 PM,7 AM to 5 PM,,,,,,True,True,True,,,145.0,4.1
Entertainment & recreation,CG LIVE,Event ticket seller,"301 High St, Northcote VIC 3070, Australia",Darebin,Northcote,https://www.google.com/maps/search/?api=1&query=CG%20LIVE&query_place_id=ChIJ2_QFOHxD1moRx7FeNSjlEDQ,http://cglive.com.au/,,,-37.771438,144.998389,False,,,,,,,,,,,,,,,,,,,
Food & drink,Chaskah Truganina | Indian Restaurant | Function Hall | Bulk Food,Indian restaurant,"Unit 7/203 Palmers Rd, Truganina VIC 3029, Australia",Wyndham,Truganina,https://www.google.com/maps/search/?api=1&query=Chaskah%20Truganina%20%7C%20Indian%20Restaurant%20%7C%20Function%20Hall%20%7C%20Bulk%20Food&query_place_id=ChIJPXeWvUyJ1moRMYQxFd6dNHQ,http://www.chaskah.com.au/,,+61 3 9394 1165,-37.8386831,144.7455961,False,11 AM to 11 PM,Closed,11 AM to 11 PM,11 AM to 11 PM,11 AM to 11 PM,11 AM to 11 PM,11 AM to 11 PM,,True,,True,,True,True,True,True,True,1914.0,3.9
Food & drink,Punjab Hospitality Equipments & Appliances Clyde North,Kitchen supply store,"14 Argon Cct, Clyde North VIC 3978, Australia",Casey,Clyde North,https://www.google.com/maps/search/?api=1&query=Punjab%20Hospitality%20Equipments%20%26%20Appliances%20Clyde%20North&query_place_id=ChIJF3ZunGob1moRwBuuUm0x_4I,https://punjabhospitality.com.au/,,+61 466 147 322,-38.0901333,145.3338769,False,,,,,,,,,,,,,True,True,True,,,,
Food & drink,Times Berwick,Modern Australian restaurant,"13/84 Bemersyde Dr, Berwick VIC 3806, Australia",Casey,Berwick,https://www.google.com/maps/search/?api=1&query=Times%20Berwick&query_place_id=ChIJg3-YxWsb1moRLgttV2weYsg,https://timesberwick.com.au/,,+61 3 8796 3883,-38.0558822,145.3469228,False,"11:30 AM to 3 PM, 5 to 9 PM","11:30 AM to 3 PM, 5 to 9 PM","11:30 AM to 3 PM, 5 to 9 PM","11:30 AM to 3 PM, 5 to 9 PM",11:30 AM to 10 PM,11:30 AM to 10 PM,11:30 AM to 9 PM,,True,True,,,True,True,True,True,True,1308.0,4.7
Food & drink,Catering Equipment Plus,Restaurant supply store,"58 Development Blvd, Mill Park VIC 3082, Australia",Whittlesea,Mill Park,https://www.google.com/maps/search/?api=1&query=Catering%20Equipment%20Plus&query_place_id=ChIJgy2T-G1J1moRXku2bqr-Bxg,,,+61 405 298 112,-37.6616288,145.0824111,False,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,Closed,Closed,,,,,,True,True,True,,,,
Food & drink,BBQ Lounge on Lygon,Pakistani restaurant,"43-49 Lygon St, Brunswick East VIC 3057, Australia",Merri-Bek,Brunswick East,https://www.google.com/maps/search/?api=1&query=BBQ%20Lounge%20on%20Lygon&query_place_id=ChIJgYO541JD1moRtFJbyAM01tc,https://bbqlounge.com.au/index.html,,+61 424 102 659,-37.7776069,144.9705664,False,5:30 PM to 2 AM,5:30 PM to 2 AM,5:30 PM to 2 AM,5:30 PM to 2 AM,5:30 PM to 2 AM,10:30 AM to 2 AM,10:30 AM to 2 AM,True,True,True,,,True,True,True,True,True,2502.0,4.1
Education,FH Hospitality,Training center,"65 Hardiman St, Kensington VIC 3031, Australia",Melbourne,Kensington,https://www.google.com/maps/search/?api=1&query=FH%20Hospitality&query_place_id=ChIJndsjKRdd1moRKSLkJGnn7B8,http://fhhospitality.com/,,+61 3 9372 6986,-37.795511,144.934147,False,,,,,,,,,,,,,,,,,,,
Business & manufacturing,SEA Kings by Nationwide Seafoods,Seafood wholesaler,"60 Oakover Rd, Preston VIC 3072, Australia",Darebin,Preston,https://www.google.com/maps/search/?api=1&query=SEA%20Kings%20by%20Nationwide%20Seafoods&query_place_id=ChIJPY9NVo1E1moRlYw3WVXKkIo,http://www.seakings.com.au/,,+61 3 9416 8177,-37.7486649,144.9943434,False,7 AM to 12:30 PM,7 AM to 12:30 PM,7 AM to 12:30 PM,7 AM to 12:30 PM,7 AM to 12:30 PM,Closed,Closed,,,,,,True,True,True,,,101.0,4.8
Shopping,Woolworths Clayton M City,Supermarket,"2125 Dandenong Rd, Clayton VIC 3168, Australia",Monash,Clayton,https://www.google.com/maps/search/?api=1&query=Woolworths%20Clayton%20M%20City&query_place_id=ChIJFQ1JD-gV1moRDN8ED-XLTRg,https://www.woolworths.com.au/shop/storelocator/vic-clayton-3806?utm_source=google&utm_medium=organic&utm_campaign=googleplaces&utm_content=woolworths_supermarkets_3806,,+61 3 8551 8714,-37.921894,145.140213,False,7 AM to 11 PM,7 AM to 11 PM,7 AM to 11 PM,7 AM to 11 PM,7 AM to 11 PM,7 AM to 11 PM,7 AM to 11 PM,,,,,,True,True,True,True,,1105.0,4.3
Other,Hadi Hospitality,,"Unit 9/11 Friars Rd, Moorabbin VIC 3189, Australia",Kingston,Moorabbin,https://www.google.com/maps/search/?api=1&query=Hadi%20Hospitality&query_place_id=ChIJGz1mIw9s1moR9ZBoQ-aDfrA,https://hadihospitality.com.au/contact/,,+61 425 833 264,-37.9452675,145.0625325,False,,,,,,,,,,,,,,,,,,,
Services,Mariljohn Pty Ltd,Kitchen remodeler,"1 Lawson Cres, Thomastown VIC 3074, Australia",Whittlesea,Thomastown,https://www.google.com/maps/search/?api=1&query=Mariljohn%20Pty%20Ltd&query_place_id=ChIJ612Kv8831moR3iSoXibuGog,http://mariljohn.com.au/,,+61 3 9460 3421,-37.6918348,144.9898407,False,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,Closed,Closed,,,,,,True,,True,,,11.0,4.6
